id,prefecture,city,prefecture_kana,city_kana
1485,岡山県,岡山市南区,おかやまけん,おかやましみなみく
1486,岡山県,倉敷市,おかやまけん,くらしきし
1487,岡山県,津山市,おかやまけん,つやまし
1488,岡山県,玉野市,おかやまけん,たまのし
1489,岡山県,笠岡市,おかやまけん,かさおかし
1490,岡山県,井原市,おかやまけん,いばらし
1491,岡山県,総社市,おかやまけん,そうじやし
1492,岡山県,高梁市,おかやまけん,たかはしし
1493,岡山県,新見市,おかやまけん,にいみし
1494,岡山県,備前市,おかやまけん,びぜんし
1495,岡山県,瀬戸内市,おかやまけん,せとうちし
1496,岡山県,赤磐市,おかやまけん,あかいわし
1497,岡山県,真庭市,おかやまけん,まにわし
1498,岡山県,美作市,おかやまけん,みまさかし
1499,岡山県,浅口市,おかやまけん,あさくちし
1500,岡山県,和気町,おかやまけん,わけちょう
1501,岡山県,早島町,おかやまけん,はやしまちょう
1502,岡山県,里庄町,おかやまけん,さとしょうちょう
1503,岡山県,矢掛町,おかやまけん,やかげちょう
1504,岡山県,新庄村,おかやまけん,しんじようそん
1505,岡山県,鏡野町,おかやまけん,かがみのちょう
1506,岡山県,勝央町,おかやまけん,しょうおうちょう
1507,岡山県,奈義町,おかやまけん,なぎちょう
1508,岡山県,西粟倉村,おかやまけん,にしあわくらそん
1509,岡山県,久米南町,おかやまけん,くめなんちょう
1510,岡山県,美咲町,おかやまけん,みさきちょう
1511,岡山県,吉備中央町,おかやまけん,きびちゅうおうちょう
1512,広島県,,ひろしまけん,
1513,広島県,広島市,ひろしまけん,ひろしまし
1514,広島県,広島市中区,ひろしまけん,ひろしましなかく
1515,広島県,広島市東区,ひろしまけん,ひろしましひがしく
1516,広島県,広島市南区,ひろしまけん,ひろしましみなみく
1517,広島県,広島市西区,ひろしまけん,ひろしましにしく
1518,広島県,広島市安佐南区,ひろしまけん,ひろしましあさみなみく
1519,広島県,広島市安佐北区,ひろしまけん,ひろしましあさきたく
1520,広島県,広島市安芸区,ひろしまけん,ひろしましあきく
1521,広島県,広島市佐伯区,ひろしまけん,ひろしましさえきく
1522,広島県,呉市,ひろしまけん,くれし
1523,広島県,竹原市,ひろしまけん,たけはらし
1524,広島県,三原市,ひろしまけん,みはらし
1525,広島県,尾道市,ひろしまけん,おのみちし
1526,広島県,福山市,ひろしまけん,ふくやまし
1527,広島県,府中市,ひろしまけん,ふちゅうし
1528,広島県,三次市,ひろしまけん,みよしし
1529,広島県,庄原市,ひろしまけん,しょうばらし
1530,広島県,大竹市,ひろしまけん,おおたけし
1531,広島県,東広島市,ひろしまけん,ひがしひろしまし
1532,広島県,廿日市市,ひろしまけん,はつかいちし
1533,広島県,安芸高田市,ひろしまけん,あきたかたし
1534,広島県,江田島市,ひろしまけん,えたじまし
1535,広島県,府中町,ひろしまけん,ふちゅうちょう
1536,広島県,海田町,ひろしまけん,かいたちょう
1537,広島県,熊野町,ひろしまけん,くまのちょう
1538,広島県,坂町,ひろしまけん,さかちょう
1539,広島県,安芸太田町,ひろしまけん,あきおおたちょう
1540,広島県,北広島町,ひろしまけん,きたひろしまちょう
1541,広島県,大崎上島町,ひろしまけん,おおさきかみじまちょう
1542,広島県,世羅町,ひろしまけん,せらちょう
1543,広島県,神石高原町,ひろしまけん,じんせきこうげんちょう
1544,山口県,,やまぐちけん,
1545,山口県,下関市,やまぐちけん,しものせきし
1546,山口県,宇部市,やまぐちけん,うべし
1547,山口県,山口市,やまぐちけん,やまぐちし
1548,山口県,萩市,やまぐちけん,はぎし
1549,山口県,防府市,やまぐちけん,ほうふし
1550,山口県,下松市,やまぐちけん,くだまつし
1551,山口県,岩国市,やまぐちけん,いわくにし
1552,山口県,光市,やまぐちけん,ひかりし
1553,山口県,長門市,やまぐちけん,ながとし
1554,山口県,柳井市,やまぐちけん,やないし
1555,山口県,美祢市,やまぐちけん,みねし
1556,山口県,周南市,やまぐちけん,しゅうなんし
1557,山口県,山陽小野田市,やまぐちけん,さんようおのだし
1558,山口県,周防大島町,やまぐちけん,すおうおおしまちょう
1559,山口県,和木町,やまぐちけん,わきちょう
1560,山口県,上関町,やまぐちけん,かみのせきちょう
1561,山口県,田布施町,やまぐちけん,たぶせちょう
1562,山口県,平生町,やまぐちけん,ひらおちょう
1563,山口県,阿武町,やまぐちけん,あぶちょう
1564,徳島県,,とくしまけん,
1565,徳島県,徳島市,とくしまけん,とくしまし
1566,徳島県,鳴門市,とくしまけん,なるとし
1567,徳島県,小松島市,とくしまけん,こまつしまし
1568,徳島県,阿南市,とくしまけん,あなんし
1569,徳島県,吉野川市,とくしまけん,よしのがわし
1570,徳島県,阿波市,とくしまけん,あわし
1571,徳島県,美馬市,とくしまけん,みまし
1572,徳島県,三好市,とくしまけん,みよしし
1573,徳島県,勝浦町,とくしまけん,かつうらちょう
1574,徳島県,上勝町,とくしまけん,かみかつちょう
1575,徳島県,佐那河内村,とくしまけん,さなごうちそん
1576,徳島県,石井町,とくしまけん,いしいちょう
1577,徳島県,神山町,とくしまけん,かみやまちょう
1578,徳島県,那賀町,とくしまけん,なかちょう
1579,徳島県,牟岐町,とくしまけん,むぎちょう
1580,徳島県,美波町,とくしまけん,みなみちょう
1581,徳島県,海陽町,とくしまけん,かいようちょう
1582,徳島県,松茂町,とくしまけん,まつしげちょう
1583,徳島県,北島町,とくしまけん,きたじまちょう
1584,徳島県,藍住町,とくしまけん,あいずみちょう
1585,徳島県,板野町,とくしまけん,いたのちょう
1586,徳島県,上板町,とくしまけん,かみいたちょう
1587,徳島県,つるぎ町,とくしまけん,つるぎちょう
1588,徳島県,東みよし町,とくしまけん,ひがしみよしちょう
1589,香川県,,かがわけん,
1590,香川県,高松市,かがわけん,たかまつし
1591,香川県,丸亀市,かがわけん,まるがめし
1592,香川県,坂出市,かがわけん,さかいでし
1593,香川県,善通寺市,かがわけん,ぜんつうじし
1594,香川県,観音寺市,かがわけん,かんおんじし
1595,香川県,さぬき市,かがわけん,さぬきし
1596,香川県,東かがわ市,かがわけん,ひがしかがわし
1597,香川県,三豊市,かがわけん,みとよし
1598,香川県,土庄町,かがわけん,とのしょうちょう
1599,香川県,小豆島町,かがわけん,しょうどしまちょう
1600,香川県,三木町,かがわけん,みきちょう
1601,香川県,直島町,かがわけん,なおしまちょう
1602,香川県,宇多津町,かがわけん,うたづちょう
1603,香川県,綾川町,かがわけん,あやがわちょう
1604,香川県,琴平町,かがわけん,ことひらちょう
1605,香川県,多度津町,かがわけん,たどつちょう
1606,香川県,まんのう町,かがわけん,まんのうちょう
1607,愛媛県,,えひめけん,
1608,愛媛県,松山市,えひめけん,まつやまし
1609,愛媛県,今治市,えひめけん,いまばりし
1610,愛媛県,宇和島市,えひめけん,うわじまし
1611,愛媛県,八幡浜市,えひめけん,やわたはまし
1612,愛媛県,新居浜市,えひめけん,にいはまし
1613,愛媛県,西条市,えひめけん,さいじょうし
1614,愛媛県,大洲市,えひめけん,おおずし
1615,愛媛県,伊予市,えひめけん,いよし
1616,愛媛県,四国中央市,えひめけん,しこくちゅうおうし
1617,愛媛県,西予市,えひめけん,せいよし
1618,愛媛県,東温市,えひめけん,とうおんし
1619,愛媛県,上島町,えひめけん,かみじまちょう
1620,愛媛県,久万高原町,えひめけん,くまこうげんちょう
1621,愛媛県,松前町,えひめけん,まさきちょう
1622,愛媛県,砥部町,えひめけん,とべちょう
1623,愛媛県,内子町,えひめけん,うちこちょう
1624,愛媛県,伊方町,えひめけん,いかたちょう
1625,愛媛県,松野町,えひめけん,まつのちょう
1626,愛媛県,鬼北町,えひめけん,きほくちょう
1627,愛媛県,愛南町,えひめけん,あいなんちょう
1628,高知県,,こうちけん,
1629,高知県,高知市,こうちけん,こうちし
1630,高知県,室戸市,こうちけん,むろとし
1631,高知県,安芸市,こうちけん,あきし
1632,高知県,南国市,こうちけん,なんこくし
1633,高知県,土佐市,こうちけん,とさし
1634,高知県,須崎市,こうちけん,すさきし
1635,高知県,宿毛市,こうちけん,すくもし
1636,高知県,土佐清水市,こうちけん,とさしみずし
1637,高知県,四万十市,こうちけん,しまんとし
1638,高知県,香南市,こうちけん,こうなんし
1639,高知県,香美市,こうちけん,かみし
1640,高知県,東洋町,こうちけん,とうようちょう
1641,高知県,奈半利町,こうちけん,なはりちょう
1642,高知県,田野町,こうちけん,たのちょう
1643,高知県,安田町,こうちけん,やすだちょう
1644,高知県,北川村,こうちけん,きたがわむら
1645,高知県,馬路村,こうちけん,うまじむら
1646,高知県,芸西村,こうちけん,げいせいむら
1647,高知県,本山町,こうちけん,もとやまちょう
1648,高知県,大豊町,こうちけん,おおとよちょう
1649,高知県,土佐町,こうちけん,とさちょう
1650,高知県,大川村,こうちけん,おおかわむら
1651,高知県,いの町,こうちけん,いのちょう
1652,高知県,仁淀川町,こうちけん,によどがわちょう
1653,高知県,中土佐町,こうちけん,なかとさちょう
1654,高知県,佐川町,こうちけん,さかわちょう
1655,高知県,越知町,こうちけん,おちちょう
1656,高知県,梼原町,こうちけん,ゆすはらちょう
1657,高知県,日高村,こうちけん,ひだかむら
1658,高知県,津野町,こうちけん,つのちょう
1659,高知県,四万十町,こうちけん,しまんとちょう
1660,高知県,大月町,こうちけん,おおつきちょう
1661,高知県,三原村,こうちけん,みはらむら
1662,高知県,黒潮町,こうちけん,くろしおちょう
1663,福岡県,,ふくおかけん,
1664,福岡県,北九州市,ふくおかけん,きたきゅうしゅうし
1665,福岡県,北九州市門司区,ふくおかけん,きたきゅうしゅうしもじく
1666,福岡県,北九州市若松区,ふくおかけん,きたきゅうしゅうしわかまつく
1667,福岡県,北九州市戸畑区,ふくおかけん,きたきゅうしゅうしとばたく
1668,福岡県,北九州市小倉北区,ふくおかけん,きたきゅうしゅうしこくらきたく
1669,福岡県,北九州市小倉南区,ふくおかけん,きたきゅうしゅうしこくらみなみく
1670,福岡県,北九州市八幡東区,ふくおかけん,きたきゅうしゅうしやはたひがしく
1671,福岡県,北九州市八幡西区,ふくおかけん,きたきゅうしゅうしやはたにしく
1672,福岡県,福岡市,ふくおかけん,ふくおかし
1673,福岡県,福岡市東区,ふくおかけん,ふくおかしひがしく
1674,福岡県,福岡市博多区,ふくおかけん,ふくおかしはかたく
1675,福岡県,福岡市中央区,ふくおかけん,ふくおかしちゅうおうく
1676,福岡県,福岡市南区,ふくおかけん,ふくおかしみなみく
1677,福岡県,福岡市西区,ふくおかけん,ふくおかしにしく
1678,福岡県,福岡市城南区,ふくおかけん,ふくおかしじょうなんく
1679,福岡県,福岡市早良区,ふくおかけん,ふくおかしさわらく
1680,福岡県,大牟田市,ふくおかけん,おおむたし
1681,福岡県,久留米市,ふくおかけん,くるめし
1682,福岡県,直方市,ふくおかけん,のおがたし
1683,福岡県,飯塚市,ふくおかけん,いいづかし
1684,福岡県,田川市,ふくおかけん,たがわし
1685,福岡県,柳川市,ふくおかけん,やながわし
1686,福岡県,八女市,ふくおかけん,やめし
1687,福岡県,筑後市,ふくおかけん,ちくごし
1688,福岡県,大川市,ふくおかけん,おおかわし
1689,福岡県,行橋市,ふくおかけん,ゆくはしし
1690,福岡県,豊前市,ふくおかけん,ぶぜんし
1691,福岡県,中間市,ふくおかけん,なかまし
1692,福岡県,小郡市,ふくおかけん,おごおりし
1693,福岡県,筑紫野市,ふくおかけん,ちくしのし
1694,福岡県,春日市,ふくおかけん,かすがし
1695,福岡県,大野城市,ふくおかけん,おおのじょうし
1696,福岡県,宗像市,ふくおかけん,むなかたし
1697,福岡県,太宰府市,ふくおかけん,だざいふし
1698,福岡県,古賀市,ふくおかけん,こがし
1699,福岡県,福津市,ふくおかけん,ふくつし
1700,福岡県,うきは市,ふくおかけん,うきはし
1701,福岡県,宮若市,ふくおかけん,みやわかし
1702,福岡県,嘉麻市,ふくおかけん,かまし
1703,福岡県,朝倉市,ふくおかけん,あさくらし
1704,福岡県,みやま市,ふくおかけん,みやまし
1705,福岡県,糸島市,ふくおかけん,いとしまし
1706,福岡県,那珂川町,ふくおかけん,なかがわまち
1707,福岡県,宇美町,ふくおかけん,うみまち
1708,福岡県,篠栗町,ふくおかけん,ささぐりまち
1709,福岡県,志免町,ふくおかけん,しめまち
1710,福岡県,須恵町,ふくおかけん,すえまち
1711,福岡県,新宮町,ふくおかけん,しんぐうまち
1712,福岡県,久山町,ふくおかけん,ひさやままち
1713,福岡県,粕屋町,ふくおかけん,かすやまち
1714,福岡県,芦屋町,ふくおかけん,あしやまち
1715,福岡県,水巻町,ふくおかけん,みずまきまち
1716,福岡県,岡垣町,ふくおかけん,おかがきまち
1717,福岡県,遠賀町,ふくおかけん,おんがちょう
1718,福岡県,小竹町,ふくおかけん,こたけまち
1719,福岡県,鞍手町,ふくおかけん,くらてまち
1720,福岡県,桂川町,ふくおかけん,けいせんまち
1721,福岡県,筑前町,ふくおかけん,ちくぜんまち
1722,福岡県,東峰村,ふくおかけん,とうほうむら
1723,福岡県,大刀洗町,ふくおかけん,たちあらいまち
1724,福岡県,大木町,ふくおかけん,おおきまち
1725,福岡県,広川町,ふくおかけん,ひろかわまち
1726,福岡県,香春町,ふくおかけん,かわらまち
1727,福岡県,添田町,ふくおかけん,そえだまち
1728,福岡県,糸田町,ふくおかけん,いとだまち
1729,福岡県,川崎町,ふくおかけん,かわさきまち
1730,福岡県,大任町,ふくおかけん,おおとうまち
1731,福岡県,赤村,ふくおかけん,あかむら
1732,福岡県,福智町,ふくおかけん,ふくちまち
1733,福岡県,苅田町,ふくおかけん,かんだまち
1734,福岡県,みやこ町,ふくおかけん,みやこまち
1735,福岡県,吉富町,ふくおかけん,よしとみまち
1736,福岡県,上毛町,ふくおかけん,こうげまち
1737,福岡県,築上町,ふくおかけん,ちくじょうまち
1738,佐賀県,,さがけん,
1739,佐賀県,佐賀市,さがけん,さがし
1740,佐賀県,唐津市,さがけん,からつし
1741,佐賀県,鳥栖市,さがけん,とすし
1742,佐賀県,多久市,さがけん,たくし
1743,佐賀県,伊万里市,さがけん,いまりし
1744,佐賀県,武雄市,さがけん,たけおし
1745,佐賀県,鹿島市,さがけん,かしまし
1746,佐賀県,小城市,さがけん,おぎし
1747,佐賀県,嬉野市,さがけん,うれしのし
1748,佐賀県,神埼市,さがけん,かんざきし
1749,佐賀県,吉野ヶ里町,さがけん,よしのがりちょう
1750,佐賀県,基山町,さがけん,きやまちょう
1751,佐賀県,上峰町,さがけん,かみみねちょう
1752,佐賀県,みやき町,さがけん,みやきちょう
1753,佐賀県,玄海町,さがけん,げんかいちょう
1754,佐賀県,有田町,さがけん,ありたちょう
1755,佐賀県,大町町,さがけん,おおまちちょう
1756,佐賀県,江北町,さがけん,こうほくまち
1757,佐賀県,白石町,さがけん,しろいしちょう
1758,佐賀県,太良町,さがけん,たらちょう
1759,長崎県,,ながさきけん,
1760,長崎県,長崎市,ながさきけん,ながさきし
1761,長崎県,佐世保市,ながさきけん,させぼし
1762,長崎県,島原市,ながさきけん,しまばらし
1763,長崎県,諫早市,ながさきけん,いさはやし
1764,長崎県,大村市,ながさきけん,おおむらし
1765,長崎県,平戸市,ながさきけん,ひらどし
1766,長崎県,松浦市,ながさきけん,まつうらし
1767,長崎県,対馬市,ながさきけん,つしまし
1768,長崎県,壱岐市,ながさきけん,いきし
1769,長崎県,五島市,ながさきけん,ごとうし
1770,長崎県,西海市,ながさきけん,さいかいし
1771,長崎県,雲仙市,ながさきけん,うんぜんし
1772,長崎県,南島原市,ながさきけん,みなみしまばらし
1773,長崎県,長与町,ながさきけん,ながよちょう
1774,長崎県,時津町,ながさきけん,とぎつちょう
1775,長崎県,東彼杵町,ながさきけん,ひがしそのぎちょう
1776,長崎県,川棚町,ながさきけん,かわたなちょう
1777,長崎県,波佐見町,ながさきけん,はさみちょう
1778,長崎県,小値賀町,ながさきけん,おぢかちょう
1779,長崎県,佐々町,ながさきけん,さざちょう
1780,長崎県,新上五島町,ながさきけん,しんかみごとうちょう
1781,熊本県,,くまもとけん,
1782,熊本県,熊本市,くまもとけん,くまもとし
1783,熊本県,熊本市中央区,くまもとけん,くまもとしちゅうおうく
1784,熊本県,熊本市東区,くまもとけん,くまもとしひがしく
1785,熊本県,熊本市西区,くまもとけん,くまもとしにしく
1786,熊本県,熊本市南区,くまもとけん,くまもとしみなみく
1787,熊本県,熊本市北区,くまもとけん,くまもとしきたく
1788,熊本県,八代市,くまもとけん,やつしろし
1789,熊本県,人吉市,くまもとけん,ひとよしし
1790,熊本県,荒尾市,くまもとけん,あらおし
1791,熊本県,水俣市,くまもとけん,みなまたし
1792,熊本県,玉名市,くまもとけん,たまなし
1793,熊本県,山鹿市,くまもとけん,やまがし
1794,熊本県,菊池市,くまもとけん,きくちし
1795,熊本県,宇土市,くまもとけん,うとし
1796,熊本県,上天草市,くまもとけん,かみあまくさし
1797,熊本県,宇城市,くまもとけん,うきし
1798,熊本県,阿蘇市,くまもとけん,あそし
1799,熊本県,天草市,くまもとけん,あまくさし
1800,熊本県,合志市,くまもとけん,こうしし
1801,熊本県,美里町,くまもとけん,みさとまち
1802,熊本県,玉東町,くまもとけん,ぎょくとうまち
1803,熊本県,南関町,くまもとけん,なんかんまち
1804,熊本県,長洲町,くまもとけん,ながすまち
1805,熊本県,和水町,くまもとけん,なごみまち
1806,熊本県,大津町,くまもとけん,おおづまち
1807,熊本県,菊陽町,くまもとけん,きくようまち
1808,熊本県,南小国町,くまもとけん,みなみおぐにまち
1809,熊本県,小国町,くまもとけん,おぐにまち
1810,熊本県,産山村,くまもとけん,うぶやまむら
1811,熊本県,高森町,くまもとけん,たかもりまち
1812,熊本県,西原村,くまもとけん,にしはらむら
1813,熊本県,南阿蘇村,くまもとけん,みなみあそむら
1814,熊本県,御船町,くまもとけん,みふねまち
1815,熊本県,嘉島町,くまもとけん,かしままち
1816,熊本県,益城町,くまもとけん,ましきまち
1817,熊本県,甲佐町,くまもとけん,こうさまち
1818,熊本県,山都町,くまもとけん,やまとちょう
1819,熊本県,氷川町,くまもとけん,ひかわちょう
1820,熊本県,芦北町,くまもとけん,あしきたまち
1821,熊本県,津奈木町,くまもとけん,つなぎまち
1822,熊本県,錦町,くまもとけん,にしきまち
1823,熊本県,多良木町,くまもとけん,たらぎまち
1824,熊本県,湯前町,くまもとけん,ゆのまえまち
1825,熊本県,水上村,くまもとけん,みずかみむら
1826,熊本県,相良村,くまもとけん,さがらむら
1827,熊本県,五木村,くまもとけん,いつきむら
1828,熊本県,山江村,くまもとけん,やまえむら
1829,熊本県,球磨村,くまもとけん,くまむら
1830,熊本県,あさぎり町,くまもとけん,あさぎりちょう
1831,熊本県,苓北町,くまもとけん,れいほくまち
1832,大分県,,おおいたけん,
1833,大分県,大分市,おおいたけん,おおいたし
1834,大分県,別府市,おおいたけん,べっぷし
1835,大分県,中津市,おおいたけん,なかつし
1836,大分県,日田市,おおいたけん,ひたし
1837,大分県,佐伯市,おおいたけん,さいきし
1838,大分県,臼杵市,おおいたけん,うすきし
1839,大分県,津久見市,おおいたけん,つくみし
1840,大分県,竹田市,おおいたけん,たけたし
1841,大分県,豊後高田市,おおいたけん,ぶんごたかだし
1842,大分県,杵築市,おおいたけん,きつきし
1843,大分県,宇佐市,おおいたけん,うさし
1844,大分県,豊後大野市,おおいたけん,ぶんごおおのし
1845,大分県,由布市,おおいたけん,ゆふし
1846,大分県,国東市,おおいたけん,くにさきし
1847,大分県,姫島村,おおいたけん,ひめしまむら
1848,大分県,日出町,おおいたけん,ひじまち
1849,大分県,九重町,おおいたけん,ここのえまち
1850,大分県,玖珠町,おおいたけん,くすまち
1851,宮崎県,,みやざきけん,
1852,宮崎県,宮崎市,みやざきけん,みやざきし
1853,宮崎県,都城市,みやざきけん,みやこのじょうし
1854,宮崎県,延岡市,みやざきけん,のべおかし
1855,宮崎県,日南市,みやざきけん,にちなんし
1856,宮崎県,小林市,みやざきけん,こばやしし
1857,宮崎県,日向市,みやざきけん,ひゅうがし
1858,宮崎県,串間市,みやざきけん,くしまし
1859,宮崎県,西都市,みやざきけん,さいとし
1860,宮崎県,えびの市,みやざきけん,えびのし
1861,宮崎県,三股町,みやざきけん,みまたちょう
1862,宮崎県,高原町,みやざきけん,たかはるちょう
1863,宮崎県,国富町,みやざきけん,くにとみちょう
1864,宮崎県,綾町,みやざきけん,あやちょう
1865,宮崎県,高鍋町,みやざきけん,たかなべちょう
1866,宮崎県,新富町,みやざきけん,しんとみちょう
1867,宮崎県,西米良村,みやざきけん,にしめらそん
1868,宮崎県,木城町,みやざきけん,きじょうちょう
1869,宮崎県,川南町,みやざきけん,かわみなみちょう
1870,宮崎県,都農町,みやざきけん,つのちょう
1871,宮崎県,門川町,みやざきけん,かどがわちょう
1872,宮崎県,諸塚村,みやざきけん,もろつかそん
1873,宮崎県,椎葉村,みやざきけん,しいばそん
1874,宮崎県,美郷町,みやざきけん,みさとちょう
1875,宮崎県,高千穂町,みやざきけん,たかちほちょう
1876,宮崎県,日之影町,みやざきけん,ひのかげちょう
1877,宮崎県,五ヶ瀬町,みやざきけん,ごかせちょう
1878,鹿児島県,,かごしまけん,
1879,鹿児島県,鹿児島市,かごしまけん,かごしまし
1880,鹿児島県,鹿屋市,かごしまけん,かのやし
1881,鹿児島県,枕崎市,かごしまけん,まくらざきし
1882,鹿児島県,阿久根市,かごしまけん,あくねし
1883,鹿児島県,出水市,かごしまけん,いずみし
1884,鹿児島県,指宿市,かごしまけん,いぶすきし
1885,鹿児島県,西之表市,かごしまけん,にしのおもてし
1886,鹿児島県,垂水市,かごしまけん,たるみずし
1887,鹿児島県,薩摩川内市,かごしまけん,さつませんだいし
1888,鹿児島県,日置市,かごしまけん,ひおきし
1889,鹿児島県,曽於市,かごしまけん,そおし
1890,鹿児島県,霧島市,かごしまけん,きりしまし
1891,鹿児島県,いちき串木野市,かごしまけん,いちきくしきのし
1892,鹿児島県,南さつま市,かごしまけん,みなみさつまし
1893,鹿児島県,志布志市,かごしまけん,しぶしし
1894,鹿児島県,奄美市,かごしまけん,あまみし
1895,鹿児島県,南九州市,かごしまけん,みなみきゅうしゅうし
1896,鹿児島県,伊佐市,かごしまけん,いさし
1897,鹿児島県,姶良市,かごしまけん,あいらし
1898,鹿児島県,三島村,かごしまけん,みしまむら
1899,鹿児島県,十島村,かごしまけん,としまむら
1900,鹿児島県,さつま町,かごしまけん,さつまちょう
1901,鹿児島県,長島町,かごしまけん,ながしまちょう
1902,鹿児島県,湧水町,かごしまけん,ゆうすいちょう
1903,鹿児島県,大崎町,かごしまけん,おおさきちょう
1904,鹿児島県,東串良町,かごしまけん,ひがしくしらちょう
1905,鹿児島県,錦江町,かごしまけん,きんこうちょう
1906,鹿児島県,南大隅町,かごしまけん,みなみおおすみちょう
1907,鹿児島県,肝付町,かごしまけん,きもつきちょう
1908,鹿児島県,中種子町,かごしまけん,なかたねちょう
1909,鹿児島県,南種子町,かごしまけん,みなみたねちょう
1910,鹿児島県,屋久島町,かごしまけん,やくしまちょう
1911,鹿児島県,大和村,かごしまけん,やまとそん
1912,鹿児島県,宇検村,かごしまけん,うけんそん
1913,鹿児島県,瀬戸内町,かごしまけん,せとうちちょう
1914,鹿児島県,龍郷町,かごしまけん,たつごうちょう
1915,鹿児島県,喜界町,かごしまけん,きかいちょう
1916,鹿児島県,徳之島町,かごしまけん,とくのしまちょう
1917,鹿児島県,天城町,かごしまけん,あまぎちょう
1918,鹿児島県,伊仙町,かごしまけん,いせんちょう
1919,鹿児島県,和泊町,かごしまけん,わどまりちょう
1920,鹿児島県,知名町,かごしまけん,ちなちょう
1921,鹿児島県,与論町,かごしまけん,よろんちょう
1922,沖縄県,,おきなわけん,
1923,沖縄県,那覇市,おきなわけん,なはし
1924,沖縄県,宜野湾市,おきなわけん,ぎのわんし
1925,沖縄県,石垣市,おきなわけん,いしがきし
1926,沖縄県,浦添市,おきなわけん,うらそえし
1927,沖縄県,名護市,おきなわけん,なごし
1928,沖縄県,糸満市,おきなわけん,いとまんし
1929,沖縄県,沖縄市,おきなわけん,おきなわし
1930,沖縄県,豊見城市,おきなわけん,とみぐすくし
1931,沖縄県,うるま市,おきなわけん,うるまし
1932,沖縄県,宮古島市,おきなわけん,みやこじまし
1933,沖縄県,南城市,おきなわけん,なんじょうし
1934,沖縄県,国頭村,おきなわけん,くにがみそん
1935,沖縄県,大宜味村,おきなわけん,おおぎみそん
1936,沖縄県,東村,おきなわけん,ひがしそん
1937,沖縄県,今帰仁村,おきなわけん,なきじんそん
1938,沖縄県,本部町,おきなわけん,もとぶちょう
1939,沖縄県,恩納村,おきなわけん,おんなそん
1940,沖縄県,宜野座村,おきなわけん,ぎのざそん
1941,沖縄県,金武町,おきなわけん,きんちょう
1942,沖縄県,伊江村,おきなわけん,いえそん
1943,沖縄県,読谷村,おきなわけん,よみたんそん
1944,沖縄県,嘉手納町,おきなわけん,かでなちょう
1945,沖縄県,北谷町,おきなわけん,ちやたんちょう
1946,沖縄県,北中城村,おきなわけん,きたなかぐすくそん
1947,沖縄県,中城村,おきなわけん,なかぐすくそん
1948,沖縄県,西原町,おきなわけん,にしはらちょう
1949,沖縄県,与那原町,おきなわけん,よなばるちょう
1950,沖縄県,南風原町,おきなわけん,はえばるちょう
1951,沖縄県,渡嘉敷村,おきなわけん,とかしきそん
1952,沖縄県,座間味村,おきなわけん,ざまみそん
1953,沖縄県,粟国村,おきなわけん,あぐにそん
1954,沖縄県,渡名喜村,おきなわけん,となきそん
1955,沖縄県,南大東村,おきなわけん,みなみだいとうそん
1956,沖縄県,北大東村,おきなわけん,きただいとうそん
1957,沖縄県,伊平屋村,おきなわけん,いへやそん
1958,沖縄県,伊是名村,おきなわけん,いぜなそん
1959,沖縄県,久米島町,おきなわけん,くめじまちょう
1960,沖縄県,八重瀬町,おきなわけん,やえせちょう
1961,沖縄県,多良間村,おきなわけん,たらまそん
1962,沖縄県,竹富町,おきなわけん,たけとみちょう
1963,沖縄県,与那国町,おきなわけん,よなぐにちょう
